File,Max Stress [kPa],Max Strain,Young Modulus [kPa],Intercept [kPa],Yield Stress [kPa],Yield Strain
20230918_0001.TRA,9.976747474747475,0.0018596562542799544,8595.433317589412,0.13457809367206908,9.976747474747475,0.0018596562542799544
20230918_0002.TRA,6.801,0.001595968799547954,5515.03982756027,0.012171211788086073,6.801,0.001595968799547954
20230918_0003.TRA,10.177171717171719,0.0018629194671924017,7142.707967544891,-0.14173315612217796,10.177171717171719,0.0018629194671924017
20230918_0004.TRA,9.547646464646462,0.002207989670352742,5888.264742120623,-0.7070031543043461,9.547646464646462,0.002207989670352742
20230918_0005.TRA,11.607575757575756,0.0029106686327970005,6218.248474874023,-0.8361518441133889,11.607575757575756,0.0029106686327970005
